"","SC_SEX","BIRTHYEAR","Age","HOURSLEEP05","HOURSLEEP","TOTALHOURS","SCREENTIME","X","X.1","X.2","X.3"
"4544",1,2015,4,0,5,5,4,NA,"",NA,NA
"4545",2,2011,8,0,0,0,5,NA,"",NA,NA
"4546",2,2017,2,5,0,5,2,NA,"",NA,NA
"4547",2,2008,11,0,6,6,3,NA,"",NA,NA
"4548",1,2016,3,5,0,5,3,NA,"",NA,NA
"4549",1,2009,10,0,5,5,3,NA,"",NA,NA
"4550",2,2009,10,0,4,4,1,NA,"",NA,NA
"4551",2,2009,10,0,6,6,2,NA,"",NA,NA
"4552",1,2007,12,0,4,4,3,NA,"",NA,NA
"4553",2,2009,10,0,6,6,3,NA,"",NA,NA
"4554",2,2011,8,0,4,4,4,NA,"",NA,NA
"4555",1,2007,12,0,3,3,5,NA,"",NA,NA
"4556",1,2012,7,0,6,6,3,NA,"",NA,NA
"4557",2,2002,17,0,4,4,5,NA,"",NA,NA
"4558",2,2008,11,0,4,4,3,NA,"",NA,NA
"4559",1,2014,5,5,0,5,1,NA,"",NA,NA
"4560",1,2005,14,0,5,5,1,NA,"",NA,NA
"4561",2,2006,13,0,3,3,3,NA,"",NA,NA
"4562",1,2016,3,4,0,4,3,NA,"",NA,NA
"4563",2,2002,17,0,5,5,5,NA,"",NA,NA
"4564",1,2014,5,5,0,5,2,NA,"",NA,NA
"4565",1,2003,16,0,4,4,4,NA,"",NA,NA
"4566",2,2016,3,7,0,7,3,NA,"",NA,NA
"4567",2,2005,14,0,5,5,4,NA,"",NA,NA
"4568",1,2013,6,5,0,5,2,NA,"",NA,NA
"4569",1,2003,16,0,3,3,4,NA,"",NA,NA
"4570",2,2005,14,0,4,4,4,NA,"",NA,NA
"4571",1,2005,14,0,4,4,3,NA,"",NA,NA
"4572",1,2008,11,0,4,4,5,NA,"",NA,NA
"4573",2,2006,13,0,4,4,3,NA,"",NA,NA
"4574",2,2006,13,0,5,5,2,NA,"",NA,NA
"4575",1,2006,13,0,3,3,4,NA,"",NA,NA
"4576",1,2001,18,0,5,5,3,NA,"",NA,NA
"4577",1,2003,16,0,5,5,5,NA,"",NA,NA
"4578",2,2003,16,0,4,4,3,NA,"",NA,NA
"4579",1,2002,17,0,5,5,4,NA,"",NA,NA
"4580",2,2016,3,5,0,5,2,NA,"",NA,NA
"4581",2,2016,3,7,0,7,2,NA,"",NA,NA
"4582",2,2013,6,5,0,5,1,NA,"",NA,NA
"4583",1,2018,1,7,0,7,1,NA,"",NA,NA
"4584",2,2014,5,3,0,3,4,NA,"",NA,NA
"4585",1,2003,16,0,4,4,4,NA,"",NA,NA
"4586",1,2004,15,0,4,4,2,NA,"",NA,NA
"4587",1,2007,12,0,4,4,1,NA,"",NA,NA
"4588",1,2005,14,0,5,5,3,NA,"",NA,NA
"4589",2,2017,2,6,0,6,1,NA,"",NA,NA
"4590",1,2017,2,7,0,7,1,NA,"",NA,NA
"4591",2,2015,4,5,0,5,3,NA,"",NA,NA
"4592",1,2014,5,4,0,4,2,NA,"",NA,NA
"4593",1,2005,14,0,4,4,1,NA,"",NA,NA
"4594",2,2002,17,0,4,4,5,NA,"",NA,NA
"4595",2,2007,12,0,5,5,4,NA,"",NA,NA
"4596",1,2009,10,0,6,6,3,NA,"",NA,NA
"4597",2,2001,18,0,5,5,5,NA,"",NA,NA
"4598",2,2010,9,0,5,5,1,NA,"",NA,NA
"4599",1,2019,0,6,0,6,1,NA,"",NA,NA
"4600",1,2013,6,0,1,1,1,NA,"",NA,NA
"4601",1,2017,2,6,0,6,2,NA,"",NA,NA
"4602",1,2011,8,0,5,5,4,NA,"",NA,NA
"4603",1,2009,10,0,5,5,4,NA,"",NA,NA
"4604",2,2006,13,0,5,5,5,NA,"",NA,NA
"4605",2,2009,10,0,4,4,1,NA,"",NA,NA
"4606",1,2005,14,0,4,4,5,NA,"",NA,NA
"4607",2,2006,13,0,4,4,5,NA,"",NA,NA
"4608",2,2003,16,0,2,2,4,NA,"",NA,NA
"4609",1,2015,4,7,0,7,2,NA,"",NA,NA
"4610",1,2015,4,5,0,5,3,NA,"",NA,NA
"4611",2,2019,0,0,0,0,0,NA,"",NA,NA
"4612",1,2011,8,0,4,4,4,NA,"",NA,NA
"4613",1,2007,12,0,3,3,2,NA,"",NA,NA
"4614",1,2016,3,4,0,4,4,NA,"",NA,NA
"4615",2,2010,9,0,6,6,2,NA,"",NA,NA
"4616",2,2006,13,0,4,4,2,NA,"",NA,NA
"4617",1,2016,3,6,0,6,4,NA,"",NA,NA
"4618",1,2006,13,0,4,4,2,NA,"",NA,NA
"4619",2,2014,5,5,0,5,0,NA,"",NA,NA
"4620",2,2008,11,0,4,4,4,NA,"",NA,NA
"4621",1,2006,13,0,4,4,5,NA,"",NA,NA
"4622",2,2003,16,0,2,2,4,NA,"",NA,NA
"4623",1,2018,1,7,0,7,1,NA,"",NA,NA
"4624",1,2011,8,0,5,5,3,NA,"",NA,NA
"4625",1,2013,6,6,0,6,3,NA,"",NA,NA
"4626",1,2011,8,0,4,4,5,NA,"",NA,NA
"4627",1,2007,12,0,5,5,5,NA,"",NA,NA
"4628",2,2005,14,0,4,4,3,NA,"",NA,NA
"4629",2,2004,15,0,4,4,5,NA,"",NA,NA
"4630",2,2008,11,0,5,5,2,NA,"",NA,NA
"4631",1,2015,4,3,0,3,4,NA,"",NA,NA
"4632",1,2013,6,4,0,4,3,NA,"",NA,NA
"4633",2,2018,1,4,0,4,1,NA,"",NA,NA
"4634",1,2014,5,5,0,5,1,NA,"",NA,NA
"4635",2,2017,2,4,0,4,3,NA,"",NA,NA
"4636",1,2002,17,0,2,2,3,NA,"",NA,NA
"4637",2,2012,7,0,7,7,3,NA,"",NA,NA
"4638",2,2010,9,0,5,5,5,NA,"",NA,NA
"4639",1,2006,13,0,4,4,5,NA,"",NA,NA
"4640",1,2014,5,4,0,4,2,NA,"",NA,NA
"4641",1,2011,8,0,6,6,2,NA,"",NA,NA
"4642",2,2002,17,0,5,5,4,NA,"",NA,NA
"4643",2,2006,13,0,6,6,2,NA,"",NA,NA
"4644",2,2011,8,0,6,6,2,NA,"",NA,NA
"4645",2,2008,11,0,6,6,1,NA,"",NA,NA
"4646",1,2003,16,0,6,6,4,NA,"",NA,NA
"4647",1,2004,15,0,5,5,5,NA,"",NA,NA
"4648",2,2011,8,0,6,6,2,NA,"",NA,NA
"4649",1,2007,12,0,5,5,5,NA,"",NA,NA
"4650",1,2004,15,0,4,4,5,NA,"",NA,NA
"4651",2,2004,15,0,5,5,3,NA,"",NA,NA
"4652",2,2012,7,0,4,4,2,NA,"",NA,NA
"4653",1,2001,18,0,5,5,5,NA,"",NA,NA
"4654",2,2019,0,0,2,2,3,NA,"",NA,NA
"4655",2,2005,14,0,4,4,4,NA,"",NA,NA
"4656",2,2012,7,0,2,2,5,NA,"",NA,NA
"4657",2,2008,11,0,5,5,4,NA,"",NA,NA
"4658",1,2012,7,0,3,3,5,NA,"",NA,NA
"4659",1,2008,11,0,5,5,3,NA,"",NA,NA
"4660",2,2003,16,0,4,4,4,NA,"",NA,NA
"4661",2,2006,13,0,3,3,2,NA,"",NA,NA
"4662",2,2011,8,0,4,4,3,NA,"",NA,NA
"4663",2,2016,3,4,0,4,2,NA,"",NA,NA
"4664",2,2009,10,0,5,5,4,NA,"",NA,NA
"4665",1,2008,11,0,5,5,5,NA,"",NA,NA
"4666",2,2004,15,0,3,3,4,NA,"",NA,NA
"4667",2,2004,15,0,3,3,5,NA,"",NA,NA
"4668",2,2016,3,3,0,3,2,NA,"",NA,NA
"4669",1,2012,7,0,4,4,5,NA,"",NA,NA
"4670",1,2014,5,7,0,7,2,NA,"",NA,NA
"4671",2,2004,15,0,5,5,2,NA,"",NA,NA
"4672",1,2006,13,0,5,5,2,NA,"",NA,NA
"4673",2,2010,9,0,5,5,1,NA,"",NA,NA
"4674",2,2007,12,0,5,5,2,NA,"",NA,NA
"4675",1,2007,12,0,5,5,3,NA,"",NA,NA
"4676",2,2002,17,0,5,5,4,NA,"",NA,NA
"4677",2,2014,5,0,4,4,3,NA,"",NA,NA
"4678",2,2015,4,6,0,6,1,NA,"",NA,NA
"4679",2,2018,1,7,0,7,1,NA,"",NA,NA
"4680",1,2014,5,0,0,0,0,NA,"",NA,NA
"4681",2,2006,13,0,6,6,2,NA,"",NA,NA
"4682",1,2003,16,0,4,4,5,NA,"",NA,NA
"4683",2,2003,16,0,4,4,5,NA,"",NA,NA
"4684",2,2009,10,0,6,6,2,NA,"",NA,NA
"4685",2,2007,12,0,5,5,3,NA,"",NA,NA
"4686",2,2004,15,0,2,2,1,NA,"",NA,NA
"4687",1,2005,14,0,4,4,5,NA,"",NA,NA
"4688",1,2013,6,6,0,6,2,NA,"",NA,NA
"4689",1,2012,7,0,6,6,3,NA,"",NA,NA
"4690",1,2002,17,0,4,4,2,NA,"",NA,NA
"4691",1,2003,16,0,4,4,5,NA,"",NA,NA
"4692",1,2007,12,0,4,4,3,NA,"",NA,NA
"4693",2,2005,14,0,5,5,3,NA,"",NA,NA
"4694",1,2003,16,0,3,3,4,NA,"",NA,NA
"4695",1,2003,16,0,5,5,2,NA,"",NA,NA
"4696",2,2011,8,0,6,6,1,NA,"",NA,NA
"4697",1,2014,5,0,6,6,1,NA,"",NA,NA
"4698",2,2006,13,0,3,3,4,NA,"",NA,NA
"4699",1,2004,15,0,5,5,5,NA,"",NA,NA
"4700",2,2017,2,7,0,7,1,NA,"",NA,NA
"4701",2,2018,1,0,0,0,0,NA,"",NA,NA
"4702",1,2003,16,0,5,5,5,NA,"",NA,NA
"4703",1,2010,9,0,6,6,3,NA,"",NA,NA
"4704",1,2010,9,0,6,6,1,NA,"",NA,NA
"4705",1,2011,8,0,6,6,1,NA,"",NA,NA
"4706",1,2010,9,0,0,0,2,NA,"",NA,NA
"4707",2,2011,8,0,3,3,2,NA,"",NA,NA
"4708",2,2011,8,0,6,6,2,NA,"",NA,NA
"4709",2,2016,3,6,0,6,1,NA,"",NA,NA
"4710",1,2003,16,0,5,5,5,NA,"",NA,NA
"4711",2,2013,6,0,3,3,3,NA,"",NA,NA
"4712",1,2011,8,0,6,6,1,NA,"",NA,NA
"4713",1,2018,1,7,0,7,1,NA,"",NA,NA
"4714",1,2010,9,0,5,5,1,NA,"",NA,NA
"4715",1,2017,2,7,0,7,1,NA,"",NA,NA
"4716",2,2019,0,7,0,7,1,NA,"",NA,NA
"4717",2,2013,6,0,4,4,4,NA,"",NA,NA
"4718",1,2009,10,0,4,4,4,NA,"",NA,NA
"4719",2,2005,14,0,5,5,3,NA,"",NA,NA
"4720",2,2002,17,0,5,5,5,NA,"",NA,NA
"4721",1,2013,6,5,0,5,2,NA,"",NA,NA
"4722",1,2014,5,5,0,5,4,NA,"",NA,NA
"4723",2,2010,9,0,5,5,1,NA,"",NA,NA
"4724",2,2012,7,0,5,5,4,NA,"",NA,NA
"4725",2,2003,16,0,3,3,4,NA,"",NA,NA
"4726",1,2007,12,0,5,5,2,NA,"",NA,NA
"4727",1,2003,16,0,6,6,3,NA,"",NA,NA
"4728",2,2005,14,0,4,4,3,NA,"",NA,NA
"4729",2,2019,0,5,0,5,1,NA,"",NA,NA
"4730",2,2001,18,0,4,4,5,NA,"",NA,NA
"4731",1,2006,13,0,4,4,5,NA,"",NA,NA
"4732",2,2013,6,0,5,5,1,NA,"",NA,NA
"4733",1,2010,9,0,6,6,2,NA,"",NA,NA
"4734",1,2018,1,3,0,3,1,NA,"",NA,NA
"4735",1,2002,17,0,4,4,3,NA,"",NA,NA
"4736",1,2007,12,0,5,5,3,NA,"",NA,NA
"4737",2,2015,4,5,0,5,5,NA,"",NA,NA
"4738",1,2004,15,0,5,5,5,NA,"",NA,NA
"4739",2,2012,7,0,5,5,3,NA,"",NA,NA
"4740",2,2005,14,0,4,4,3,NA,"",NA,NA
"4741",2,2011,8,0,6,6,1,NA,"",NA,NA
"4742",2,2010,9,0,5,5,2,NA,"",NA,NA
"4743",2,2014,5,7,0,7,2,NA,"",NA,NA
"4744",1,2017,2,7,0,7,3,NA,"",NA,NA
"4745",2,2005,14,0,4,4,4,NA,"",NA,NA
"4746",1,2018,1,7,0,7,3,NA,"",NA,NA
"4747",1,2005,14,0,7,7,5,NA,"",NA,NA
"4748",1,2009,10,0,4,4,5,NA,"",NA,NA
"4749",1,2005,14,0,5,5,4,NA,"",NA,NA
"4750",1,2019,0,0,5,5,5,NA,"",NA,NA
"4751",1,2002,17,0,2,2,5,NA,"",NA,NA
"4752",1,2017,2,7,0,7,1,NA,"",NA,NA
"4753",2,2019,0,0,2,2,3,NA,"",NA,NA
"4754",2,2002,17,0,4,4,2,NA,"",NA,NA
"4755",1,2003,16,0,2,2,4,NA,"",NA,NA
"4756",2,2005,14,0,5,5,5,NA,"",NA,NA
"4757",1,2002,17,0,4,4,5,NA,"",NA,NA
"4758",1,2007,12,0,4,4,4,NA,"",NA,NA
"4759",1,2002,17,0,3,3,3,NA,"",NA,NA
"4760",1,2005,14,0,4,4,4,NA,"",NA,NA
"4761",2,2013,6,0,5,5,2,NA,"",NA,NA
"4762",1,2019,0,0,4,4,1,NA,"",NA,NA
"4763",1,2016,3,7,0,7,3,NA,"",NA,NA
"4764",1,2004,15,0,5,5,3,NA,"",NA,NA
"4765",2,2002,17,0,4,4,4,NA,"",NA,NA
"4766",1,2013,6,0,5,5,3,NA,"",NA,NA
"4767",2,2015,4,5,0,5,2,NA,"",NA,NA
"4768",1,2003,16,0,3,3,4,NA,"",NA,NA
"4769",2,2005,14,0,3,3,3,NA,"",NA,NA
"4770",2,2004,15,0,3,3,4,NA,"",NA,NA
"4771",1,2002,17,0,4,4,3,NA,"",NA,NA
"4772",1,2015,4,6,0,6,2,NA,"",NA,NA
"4773",2,2010,9,0,6,6,2,NA,"",NA,NA
"4774",2,2005,14,0,4,4,4,NA,"",NA,NA
"4775",1,2004,15,0,3,3,4,NA,"",NA,NA
"4776",1,2002,17,0,5,5,4,NA,"",NA,NA
"4777",2,2002,17,0,1,1,5,NA,"",NA,NA
"4778",1,2011,8,0,6,6,4,NA,"",NA,NA
"4779",1,2009,10,0,3,3,2,NA,"",NA,NA
"4780",2,2014,5,5,0,5,4,NA,"",NA,NA
"4781",1,2019,0,7,0,7,1,NA,"",NA,NA
"4782",2,2006,13,0,6,6,4,NA,"",NA,NA
"4783",1,2012,7,0,5,5,4,NA,"",NA,NA
"4784",2,2004,15,0,4,4,5,NA,"",NA,NA
"4785",2,2016,3,3,0,3,1,NA,"",NA,NA
"4786",1,2011,8,0,4,4,3,NA,"",NA,NA
"4787",1,2008,11,0,5,5,3,NA,"",NA,NA
"4788",2,2015,4,5,0,5,1,NA,"",NA,NA
"4789",1,2017,2,7,0,7,1,NA,"",NA,NA
"4790",1,2001,18,0,3,3,5,NA,"",NA,NA
"4791",2,2006,13,0,5,5,1,NA,"",NA,NA
"4792",1,2013,6,0,6,6,2,NA,"",NA,NA
"4793",2,2015,4,5,0,5,4,NA,"",NA,NA
"4794",2,2019,0,0,0,0,0,NA,"",NA,NA
"4795",1,2014,5,4,0,4,4,NA,"",NA,NA
"4796",1,2002,17,0,4,4,5,NA,"",NA,NA
"4797",1,2008,11,0,5,5,3,NA,"",NA,NA
"4798",2,2004,15,0,5,5,4,NA,"",NA,NA
"4799",2,2009,10,0,6,6,5,NA,"",NA,NA
"4800",2,2004,15,0,4,4,2,NA,"",NA,NA
"4801",1,2018,1,3,0,3,1,NA,"",NA,NA
"4802",1,2012,7,0,6,6,3,NA,"",NA,NA
"4803",2,2005,14,0,3,3,3,NA,"",NA,NA
"4804",1,2005,14,0,3,3,3,NA,"",NA,NA
"4805",1,2008,11,0,5,5,3,NA,"",NA,NA
"4806",1,2006,13,0,5,5,1,NA,"",NA,NA
"4807",1,2002,17,0,3,3,5,NA,"",NA,NA
"4808",2,2008,11,0,5,5,4,NA,"",NA,NA
"4809",1,2012,7,0,4,4,3,NA,"",NA,NA
"4810",2,2012,7,0,5,5,2,NA,"",NA,NA
"4811",1,2003,16,0,5,5,4,NA,"",NA,NA
"4812",1,2003,16,0,3,3,2,NA,"",NA,NA
"4813",2,2002,17,0,3,3,4,NA,"",NA,NA
"4814",1,2014,5,5,0,5,3,NA,"",NA,NA
"4815",1,2013,6,0,6,6,3,NA,"",NA,NA
"4816",1,2008,11,0,6,6,2,NA,"",NA,NA
"4817",1,2017,2,6,0,6,1,NA,"",NA,NA
"4818",2,2008,11,0,5,5,3,NA,"",NA,NA
"4819",2,2001,18,0,2,2,2,NA,"",NA,NA
"4820",1,2019,0,6,0,6,1,NA,"",NA,NA
"4821",1,2016,3,7,0,7,2,NA,"",NA,NA
"4822",2,2007,12,0,4,4,2,NA,"",NA,NA
"4823",2,2006,13,0,4,4,3,NA,"",NA,NA
"4824",2,2016,3,5,0,5,3,NA,"",NA,NA
"4825",2,2006,13,0,4,4,5,NA,"",NA,NA
"4826",2,2002,17,0,4,4,3,NA,"",NA,NA
"4827",2,2016,3,5,0,5,3,NA,"",NA,NA
"4828",1,2002,17,0,3,3,5,NA,"",NA,NA
"4829",2,2003,16,0,2,2,4,NA,"",NA,NA
"4830",1,2017,2,7,0,7,2,NA,"",NA,NA
"4831",2,2005,14,0,5,5,3,NA,"",NA,NA
"4832",2,2007,12,0,3,3,1,NA,"",NA,NA
"4833",1,2009,10,0,3,3,4,NA,"",NA,NA
"4834",2,2007,12,0,5,5,3,NA,"",NA,NA
"4835",1,2012,7,0,5,5,2,NA,"",NA,NA
"4836",1,2018,1,7,0,7,3,NA,"",NA,NA
"4837",2,2008,11,0,4,4,3,NA,"",NA,NA
"4838",1,2011,8,0,5,5,3,NA,"",NA,NA
"4839",1,2004,15,0,3,3,3,NA,"",NA,NA
"4840",2,2004,15,0,4,4,5,NA,"",NA,NA
"4841",2,2015,4,4,0,4,1,NA,"",NA,NA
"4842",1,2014,5,6,0,6,5,NA,"",NA,NA
"4843",1,2003,16,0,4,4,3,NA,"",NA,NA
"4844",2,2019,0,6,0,6,2,NA,"",NA,NA
"4845",1,2017,2,7,0,7,1,NA,"",NA,NA
"4846",1,2017,2,5,0,5,4,NA,"",NA,NA
"4847",2,2015,4,4,0,4,5,NA,"",NA,NA
"4848",1,2004,15,0,6,6,5,NA,"",NA,NA
"4849",2,2002,17,0,2,2,5,NA,"",NA,NA
"4850",2,2017,2,7,0,7,2,NA,"",NA,NA
"4851",1,2001,18,0,3,3,4,NA,"",NA,NA
"4852",1,2008,11,0,4,4,4,NA,"",NA,NA
"4853",1,2009,10,0,4,4,4,NA,"",NA,NA
"4854",2,2014,5,6,0,6,3,NA,"",NA,NA
"4855",1,2016,3,5,0,5,0,NA,"",NA,NA
"4856",2,2005,14,0,4,4,3,NA,"",NA,NA
"4857",1,2012,7,0,5,5,2,NA,"",NA,NA
"4858",1,2003,16,0,4,4,3,NA,"",NA,NA
"4859",1,2016,3,3,0,3,3,NA,"",NA,NA
"4860",1,2014,5,6,0,6,4,NA,"",NA,NA
"4861",1,2008,11,0,5,5,3,NA,"",NA,NA
"4862",1,2008,11,0,4,4,5,NA,"",NA,NA
"4863",1,2003,16,0,4,4,3,NA,"",NA,NA
"4864",2,2009,10,0,5,5,3,NA,"",NA,NA
"4865",2,2006,13,0,1,1,5,NA,"",NA,NA
"4866",1,2004,15,0,2,2,5,NA,"",NA,NA
"4867",1,2015,4,3,0,3,3,NA,"",NA,NA
"4868",2,2010,9,0,6,6,1,NA,"",NA,NA
"4869",1,2014,5,7,0,7,5,NA,"",NA,NA
"4870",2,2003,16,0,4,4,5,NA,"",NA,NA
"4871",1,2003,16,0,4,4,5,NA,"",NA,NA
"4872",2,2016,3,4,0,4,2,NA,"",NA,NA
"4873",1,2015,4,5,0,5,3,NA,"",NA,NA
"4874",1,2017,2,4,0,4,3,NA,"",NA,NA
"4875",1,2001,18,0,4,4,3,NA,"",NA,NA
"4876",2,2017,2,6,0,6,3,NA,"",NA,NA
"4877",1,2009,10,0,6,6,1,NA,"",NA,NA
"4878",1,2011,8,0,5,5,2,NA,"",NA,NA
"4879",2,2008,11,0,4,4,2,NA,"",NA,NA
"4880",2,2019,0,0,0,0,0,NA,"",NA,NA
"4881",2,2016,3,6,0,6,2,NA,"",NA,NA
"4882",2,2017,2,7,0,7,1,NA,"",NA,NA
"4883",2,2010,9,0,4,4,3,NA,"",NA,NA
"4884",1,2010,9,0,6,6,1,NA,"",NA,NA
"4885",2,2008,11,0,5,5,5,NA,"",NA,NA
"4886",1,2007,12,0,5,5,1,NA,"",NA,NA
"4887",1,2004,15,0,3,3,5,NA,"",NA,NA
"4888",1,2007,12,0,5,5,2,NA,"",NA,NA
"4889",2,2011,8,0,4,4,3,NA,"",NA,NA
"4890",2,2019,0,0,5,5,2,NA,"",NA,NA
"4891",2,2004,15,0,5,5,4,NA,"",NA,NA
"4892",2,2003,16,0,4,4,5,NA,"",NA,NA
"4893",1,2003,16,0,4,4,4,NA,"",NA,NA
"4894",1,2014,5,0,4,4,3,NA,"",NA,NA
"4895",1,2012,7,0,5,5,5,NA,"",NA,NA
"4896",1,2001,18,0,3,3,3,NA,"",NA,NA
"4897",1,2006,13,0,4,4,5,NA,"",NA,NA
"4898",1,2002,17,0,3,3,3,NA,"",NA,NA
"4899",1,2002,17,0,4,4,5,NA,"",NA,NA
"4900",1,2007,12,0,5,5,4,NA,"",NA,NA
"4901",1,2014,5,2,0,2,5,NA,"",NA,NA
"4902",1,2010,9,0,4,4,3,NA,"",NA,NA
"4903",1,2017,2,0,4,4,4,NA,"",NA,NA
"4904",1,2013,6,0,5,5,4,NA,"",NA,NA
"4905",1,2002,17,0,2,2,4,NA,"",NA,NA
"4906",2,2018,1,7,0,7,1,NA,"",NA,NA
"4907",1,2006,13,0,4,4,4,NA,"",NA,NA
"4908",1,2012,7,0,6,6,2,NA,"",NA,NA
"4909",1,2016,3,7,0,7,3,NA,"",NA,NA
"4910",1,2003,16,0,4,4,3,NA,"",NA,NA
"4911",1,2013,6,5,0,5,5,NA,"",NA,NA
"4912",2,2006,13,0,4,4,5,NA,"",NA,NA
"4913",1,2013,6,5,0,5,3,NA,"",NA,NA
"4914",1,2016,3,4,0,4,4,NA,"",NA,NA
"4915",2,2008,11,0,5,5,3,NA,"",NA,NA
"4916",1,2002,17,0,5,5,2,NA,"",NA,NA
"4917",2,2015,4,5,0,5,3,NA,"",NA,NA
"4918",1,2008,11,0,4,4,2,NA,"",NA,NA
"4919",2,2005,14,0,5,5,4,NA,"",NA,NA
"4920",2,2004,15,0,5,5,3,NA,"",NA,NA
"4921",2,2005,14,0,4,4,2,NA,"",NA,NA
"4922",1,2003,16,0,6,6,3,NA,"",NA,NA
"4923",2,2007,12,0,5,5,3,NA,"",NA,NA
"4924",2,2017,2,6,0,6,2,NA,"",NA,NA
"4925",2,2011,8,0,4,4,3,NA,"",NA,NA
"4926",1,2008,11,0,5,5,3,NA,"",NA,NA
"4927",2,2013,6,6,0,6,2,NA,"",NA,NA
"4928",1,2003,16,0,4,4,4,NA,"",NA,NA
"4929",2,2008,11,0,4,4,3,NA,"",NA,NA
"4930",1,2017,2,6,0,6,3,NA,"",NA,NA
"4931",1,2003,16,0,3,3,5,NA,"",NA,NA
"4932",2,2009,10,0,4,4,4,NA,"",NA,NA
"4933",2,2001,18,0,3,3,5,NA,"",NA,NA
"4934",2,2003,16,0,4,4,3,NA,"",NA,NA
"4935",1,2016,3,5,0,5,1,NA,"",NA,NA
"4936",1,2002,17,0,5,5,4,NA,"",NA,NA
"4937",1,2002,17,0,4,4,4,NA,"",NA,NA
"4938",2,2013,6,0,5,5,4,NA,"",NA,NA
"4939",2,2010,9,0,4,4,3,NA,"",NA,NA
"4940",1,2002,17,0,3,3,4,NA,"",NA,NA
"4941",1,2014,5,5,0,5,3,NA,"",NA,NA
"4942",2,2016,3,5,0,5,2,NA,"",NA,NA
"4943",1,2009,10,0,6,6,3,NA,"",NA,NA
"4944",1,2006,13,0,5,5,4,NA,"",NA,NA
"4945",1,2012,7,0,6,6,3,NA,"",NA,NA
"4946",1,2007,12,0,3,3,3,NA,"",NA,NA
"4947",2,2004,15,0,3,3,4,NA,"",NA,NA
"4948",2,2001,18,0,4,4,4,NA,"",NA,NA
"4949",1,2014,5,7,0,7,4,NA,"",NA,NA
"4950",1,2008,11,0,5,5,4,NA,"",NA,NA
"4951",2,2004,15,0,7,7,5,NA,"",NA,NA
"4952",2,2008,11,0,5,5,3,NA,"",NA,NA
"4953",1,2011,8,0,5,5,2,NA,"",NA,NA
"4954",1,2007,12,0,3,3,2,NA,"",NA,NA
"4955",1,2016,3,5,0,5,5,NA,"",NA,NA
"4956",2,2007,12,0,6,6,5,NA,"",NA,NA
"4957",2,2003,16,0,4,4,5,NA,"",NA,NA
"4958",2,2018,1,7,0,7,1,NA,"",NA,NA
"4959",1,2012,7,0,6,6,2,NA,"",NA,NA
"4960",1,2004,15,0,4,4,2,NA,"",NA,NA
"4961",2,2004,15,0,6,6,4,NA,"",NA,NA
"4962",1,2001,18,0,4,4,5,NA,"",NA,NA
"4963",1,2015,4,3,0,3,2,NA,"",NA,NA
"4964",2,2013,6,0,5,5,1,NA,"",NA,NA
"4965",1,2013,6,0,7,7,1,NA,"",NA,NA
"4966",2,2013,6,6,0,6,1,NA,"",NA,NA
"4967",1,2002,17,0,3,3,4,NA,"",NA,NA
"4968",1,2015,4,5,0,5,1,NA,"",NA,NA
"4969",1,2013,6,0,5,5,2,NA,"",NA,NA
"4970",2,2014,5,4,0,4,2,NA,"",NA,NA
"4971",2,2016,3,4,0,4,2,NA,"",NA,NA
"4972",1,2005,14,0,4,4,3,NA,"",NA,NA
"4973",1,2015,4,5,0,5,2,NA,"",NA,NA
"4974",2,2004,15,0,4,4,2,NA,"",NA,NA
"4975",1,2007,12,0,4,4,4,NA,"",NA,NA
"4976",2,2005,14,0,3,3,5,NA,"",NA,NA
"4977",2,2010,9,0,5,5,3,NA,"",NA,NA
"4978",1,2015,4,7,0,7,3,NA,"",NA,NA
"4979",2,2014,5,4,0,4,5,NA,"",NA,NA
"4980",2,2016,3,6,0,6,3,NA,"",NA,NA
"4981",2,2005,14,0,4,4,4,NA,"",NA,NA
"4982",2,2006,13,0,5,5,5,NA,"",NA,NA
"4983",2,2015,4,5,0,5,2,NA,"",NA,NA
"4984",2,2009,10,0,5,5,1,NA,"",NA,NA
"4985",1,2004,15,0,4,4,2,NA,"",NA,NA
"4986",2,2001,18,0,3,3,3,NA,"",NA,NA
"4987",2,2011,8,0,5,5,2,NA,"",NA,NA
"4988",2,2017,2,4,0,4,5,NA,"",NA,NA
"4989",2,2002,17,0,6,6,5,NA,"",NA,NA
"4990",2,2011,8,0,5,5,3,NA,"",NA,NA
"4991",2,2010,9,0,4,4,2,NA,"",NA,NA
"4992",1,2017,2,7,0,7,1,NA,"",NA,NA
"4993",2,2002,17,0,5,5,5,NA,"",NA,NA
"4994",1,2003,16,0,3,3,3,NA,"",NA,NA
"4995",1,2002,17,0,4,4,3,NA,"",NA,NA
"4996",2,2008,11,0,6,6,3,NA,"",NA,NA
"4997",1,2009,10,0,6,6,3,NA,"",NA,NA
"4998",2,2016,3,6,0,6,2,NA,"",NA,NA
"4999",1,2011,8,0,5,5,5,NA,"",NA,NA
"5000",1,2012,7,0,5,5,2,NA,"",NA,NA
"5001",1,2017,2,7,0,7,2,NA,"",NA,NA
"5002",2,2009,10,0,5,5,2,NA,"",NA,NA
"5003",1,2016,3,4,0,4,4,NA,"",NA,NA
"5004",1,2002,17,0,3,3,5,NA,"",NA,NA
"5005",1,2003,16,0,4,4,4,NA,"",NA,NA
"5006",1,2005,14,0,5,5,5,NA,"",NA,NA
"5007",2,2002,17,0,4,4,4,NA,"",NA,NA
