"","SC_SEX","BIRTHYEAR","Age","HOURSLEEP05","HOURSLEEP","TOTALHOURS","SCREENTIME","X","X.1","X.2","X.3"
"23378",1,2014,5,4,0,4,3,NA,"",NA,NA
"23379",1,2012,7,0,5,5,4,NA,"",NA,NA
"23380",1,2003,16,0,2,2,4,NA,"",NA,NA
"23381",1,2019,0,0,6,6,3,NA,"",NA,NA
"23382",1,2006,13,0,4,4,5,NA,"",NA,NA
"23383",1,2008,11,0,4,4,5,NA,"",NA,NA
"23384",1,2006,13,0,4,4,4,NA,"",NA,NA
"23385",1,2010,9,0,5,5,1,NA,"",NA,NA
"23386",1,2015,4,6,0,6,2,NA,"",NA,NA
"23387",1,2015,4,6,0,6,1,NA,"",NA,NA
"23388",1,2016,3,6,0,6,2,NA,"",NA,NA
"23389",2,2007,12,0,3,3,4,NA,"",NA,NA
"23390",2,2003,16,0,6,6,5,NA,"",NA,NA
"23391",2,2002,17,0,4,4,5,NA,"",NA,NA
"23392",1,2010,9,0,6,6,3,NA,"",NA,NA
"23393",1,2003,16,0,1,1,5,NA,"",NA,NA
"23394",2,2015,4,4,0,4,4,NA,"",NA,NA
"23395",2,2006,13,0,5,5,4,NA,"",NA,NA
"23396",1,2015,4,6,0,6,2,NA,"",NA,NA
"23397",1,2005,14,0,4,4,3,NA,"",NA,NA
"23398",1,2001,18,0,4,4,3,NA,"",NA,NA
"23399",1,2019,0,2,0,2,1,NA,"",NA,NA
"23400",1,2011,8,3,0,3,5,NA,"",NA,NA
"23401",1,2019,0,0,6,6,3,NA,"",NA,NA
"23402",2,2009,10,0,4,4,4,NA,"",NA,NA
"23403",1,2007,12,0,3,3,4,NA,"",NA,NA
"23404",1,2004,15,0,4,4,5,NA,"",NA,NA
"23405",2,2001,18,0,6,6,5,NA,"",NA,NA
"23406",2,2018,1,6,0,6,1,NA,"",NA,NA
"23407",1,2014,5,5,0,5,3,NA,"",NA,NA
"23408",1,2006,13,0,5,5,4,NA,"",NA,NA
"23409",1,2009,10,0,6,6,2,NA,"",NA,NA
"23410",1,2005,14,0,4,4,3,NA,"",NA,NA
"23411",2,2007,12,0,3,3,4,NA,"",NA,NA
"23412",1,2008,11,0,5,5,2,NA,"",NA,NA
"23413",1,2006,13,0,4,4,5,NA,"",NA,NA
"23414",1,2008,11,0,5,5,3,NA,"",NA,NA
"23415",2,2016,3,6,0,6,4,NA,"",NA,NA
"23416",2,2015,4,5,0,5,2,NA,"",NA,NA
"23417",1,2004,15,0,5,5,4,NA,"",NA,NA
"23418",1,2010,9,0,6,6,5,NA,"",NA,NA
"23419",1,2004,15,0,3,3,4,NA,"",NA,NA
"23420",2,2008,11,0,4,4,3,NA,"",NA,NA
"23421",2,2002,17,0,1,1,3,NA,"",NA,NA
"23422",1,2008,11,0,1,1,5,NA,"",NA,NA
"23423",1,2005,14,0,7,7,5,NA,"",NA,NA
"23424",1,2010,9,0,6,6,4,NA,"",NA,NA
"23425",1,2004,15,0,2,2,4,NA,"",NA,NA
"23426",1,2005,14,0,5,5,3,NA,"",NA,NA
"23427",1,2007,12,0,4,4,5,NA,"",NA,NA
"23428",2,2003,16,0,4,4,3,NA,"",NA,NA
"23429",2,2017,2,7,0,7,1,NA,"",NA,NA
"23430",1,2005,14,0,4,4,3,NA,"",NA,NA
"23431",1,2017,2,5,0,5,2,NA,"",NA,NA
"23432",2,2015,4,3,0,3,5,NA,"",NA,NA
"23433",2,2004,15,0,4,4,3,NA,"",NA,NA
"23434",1,2019,0,7,0,7,1,NA,"",NA,NA
"23435",2,2009,10,0,5,5,2,NA,"",NA,NA
"23436",2,2003,16,0,4,4,3,NA,"",NA,NA
"23437",1,2002,17,0,4,4,5,NA,"",NA,NA
"23438",1,2002,17,0,5,5,3,NA,"",NA,NA
"23439",1,2010,9,0,3,3,5,NA,"",NA,NA
"23440",1,2014,5,6,0,6,3,NA,"",NA,NA
"23441",2,2002,17,0,3,3,3,NA,"",NA,NA
"23442",1,2004,15,0,4,4,4,NA,"",NA,NA
"23443",1,2003,16,0,4,4,5,NA,"",NA,NA
"23444",2,2006,13,0,3,3,3,NA,"",NA,NA
"23445",1,2013,6,5,0,5,3,NA,"",NA,NA
"23446",2,2016,3,5,0,5,3,NA,"",NA,NA
"23447",2,2014,5,4,0,4,3,NA,"",NA,NA
"23448",2,2012,7,0,7,7,3,NA,"",NA,NA
"23449",1,2003,16,0,6,6,5,NA,"",NA,NA
"23450",1,2018,1,7,0,7,1,NA,"",NA,NA
"23451",1,2004,15,0,3,3,4,NA,"",NA,NA
"23452",1,2002,17,0,4,4,3,NA,"",NA,NA
"23453",1,2009,10,0,4,4,3,NA,"",NA,NA
"23454",2,2019,0,0,3,3,2,NA,"",NA,NA
"23455",2,2007,12,0,7,7,3,NA,"",NA,NA
"23456",2,2010,9,0,0,0,4,NA,"",NA,NA
"23457",1,2005,14,0,4,4,3,NA,"",NA,NA
"23458",1,2006,13,0,4,4,5,NA,"",NA,NA
"23459",1,2008,11,0,4,4,5,NA,"",NA,NA
"23460",1,2002,17,0,4,4,5,NA,"",NA,NA
"23461",2,2011,8,0,5,5,4,NA,"",NA,NA
"23462",2,2006,13,0,4,4,3,NA,"",NA,NA
"23463",1,2006,13,0,5,5,4,NA,"",NA,NA
"23464",2,2012,7,0,4,4,2,NA,"",NA,NA
"23465",2,2014,5,6,0,6,1,NA,"",NA,NA
"23466",2,2019,0,7,0,7,1,NA,"",NA,NA
"23467",1,2010,9,0,5,5,3,NA,"",NA,NA
"23468",2,2013,6,4,0,4,5,NA,"",NA,NA
"23469",2,2003,16,0,5,5,4,NA,"",NA,NA
"23470",2,2015,4,6,0,6,1,NA,"",NA,NA
"23471",1,2012,7,0,6,6,1,NA,"",NA,NA
"23472",2,2012,7,0,4,4,2,NA,"",NA,NA
"23473",2,2004,15,0,4,4,5,NA,"",NA,NA
"23474",1,2001,18,0,4,4,5,NA,"",NA,NA
"23475",1,2006,13,0,5,5,5,NA,"",NA,NA
"23476",2,2002,17,0,4,4,5,NA,"",NA,NA
"23477",1,2008,11,0,4,4,3,NA,"",NA,NA
"23478",1,2013,6,0,7,7,3,NA,"",NA,NA
"23479",1,2005,14,0,4,4,4,NA,"",NA,NA
"23480",2,2009,10,0,5,5,3,NA,"",NA,NA
"23481",2,2001,18,0,4,4,3,NA,"",NA,NA
"23482",2,2008,11,0,4,4,3,NA,"",NA,NA
"23483",1,2006,13,0,5,5,4,NA,"",NA,NA
"23484",1,2015,4,6,0,6,1,NA,"",NA,NA
"23485",1,2019,0,7,0,7,1,NA,"",NA,NA
"23486",1,2013,6,6,0,6,3,NA,"",NA,NA
"23487",2,2014,5,6,0,6,3,NA,"",NA,NA
"23488",2,2012,7,0,4,4,3,NA,"",NA,NA
"23489",1,2009,10,0,1,1,5,NA,"",NA,NA
"23490",1,2002,17,0,3,3,4,NA,"",NA,NA
"23491",1,2014,5,5,0,5,5,NA,"",NA,NA
"23492",2,2002,17,0,4,4,1,NA,"",NA,NA
"23493",1,2003,16,0,4,4,5,NA,"",NA,NA
"23494",2,2008,11,0,5,5,2,NA,"",NA,NA
"23495",1,2009,10,0,7,7,3,NA,"",NA,NA
"23496",2,2015,4,4,0,4,3,NA,"",NA,NA
"23497",1,2010,9,0,5,5,3,NA,"",NA,NA
"23498",1,2007,12,0,5,5,3,NA,"",NA,NA
"23499",1,2019,0,0,5,5,3,NA,"",NA,NA
"23500",2,2012,7,0,6,6,3,NA,"",NA,NA
"23501",1,2015,4,5,0,5,3,NA,"",NA,NA
"23502",1,2009,10,0,7,7,5,NA,"",NA,NA
"23503",1,2006,13,0,5,5,3,NA,"",NA,NA
"23504",1,2011,8,0,3,3,3,NA,"",NA,NA
"23505",1,2006,13,0,3,3,3,NA,"",NA,NA
"23506",2,2015,4,4,0,4,3,NA,"",NA,NA
"23507",2,2004,15,0,4,4,3,NA,"",NA,NA
"23508",2,2018,1,7,0,7,1,NA,"",NA,NA
"23509",1,2005,14,0,2,2,5,NA,"",NA,NA
"23510",1,2016,3,7,0,7,1,NA,"",NA,NA
"23511",2,2015,4,5,0,5,2,NA,"",NA,NA
"23512",1,2010,9,0,4,4,4,NA,"",NA,NA
"23513",1,2011,8,0,7,7,3,NA,"",NA,NA
"23514",2,2015,4,5,0,5,2,NA,"",NA,NA
"23515",2,2019,0,7,0,7,1,NA,"",NA,NA
"23516",2,2005,14,0,4,4,2,NA,"",NA,NA
"23517",1,2001,18,0,3,3,3,NA,"",NA,NA
"23518",1,2016,3,7,0,7,4,NA,"",NA,NA
"23519",1,2011,8,0,5,5,3,NA,"",NA,NA
"23520",2,2013,6,0,6,6,1,NA,"",NA,NA
"23521",2,2007,12,0,3,3,3,NA,"",NA,NA
"23522",2,2018,1,7,0,7,1,NA,"",NA,NA
"23523",2,2017,2,7,0,7,2,NA,"",NA,NA
"23524",1,2006,13,0,4,4,4,NA,"",NA,NA
"23525",1,2016,3,6,0,6,3,NA,"",NA,NA
"23526",1,2018,1,7,0,7,1,NA,"",NA,NA
"23527",2,2013,6,5,0,5,3,NA,"",NA,NA
"23528",1,2005,14,0,5,5,4,NA,"",NA,NA
"23529",2,2009,10,0,5,5,5,NA,"",NA,NA
"23530",1,2012,7,0,6,6,2,NA,"",NA,NA
"23531",2,2005,14,0,4,4,5,NA,"",NA,NA
"23532",1,2002,17,0,4,4,4,NA,"",NA,NA
"23533",1,2017,2,6,0,6,3,NA,"",NA,NA
"23534",2,2006,13,0,5,5,3,NA,"",NA,NA
"23535",1,2015,4,6,0,6,3,NA,"",NA,NA
"23536",1,2013,6,0,6,6,4,NA,"",NA,NA
"23537",1,2008,11,0,6,6,3,NA,"",NA,NA
"23538",2,2015,4,6,0,6,1,NA,"",NA,NA
"23539",2,2018,1,0,6,6,3,NA,"",NA,NA
"23540",2,2008,11,0,4,4,2,NA,"",NA,NA
"23541",1,2010,9,0,4,4,3,NA,"",NA,NA
"23542",2,2011,8,0,6,6,5,NA,"",NA,NA
"23543",2,2008,11,0,6,6,2,NA,"",NA,NA
"23544",2,2016,3,5,0,5,5,NA,"",NA,NA
"23545",2,2010,9,0,5,5,2,NA,"",NA,NA
"23546",1,2016,3,6,0,6,2,NA,"",NA,NA
"23547",2,2009,10,0,5,5,3,NA,"",NA,NA
"23548",1,2003,16,0,4,4,4,NA,"",NA,NA
"23549",1,2010,9,0,5,5,4,NA,"",NA,NA
"23550",2,2002,17,0,4,4,1,NA,"",NA,NA
"23551",1,2017,2,6,0,6,2,NA,"",NA,NA
"23552",2,2006,13,0,6,6,5,NA,"",NA,NA
"23553",1,2015,4,5,0,5,3,NA,"",NA,NA
"23554",1,2011,8,0,6,6,3,NA,"",NA,NA
"23555",2,2009,10,0,5,5,2,NA,"",NA,NA
"23556",1,2007,12,0,4,4,2,NA,"",NA,NA
"23557",2,2009,10,0,5,5,4,NA,"",NA,NA
"23558",1,2013,6,0,5,5,1,NA,"",NA,NA
"23559",1,2016,3,5,0,5,2,NA,"",NA,NA
"23560",1,2010,9,0,6,6,2,NA,"",NA,NA
"23561",1,2003,16,0,3,3,5,NA,"",NA,NA
"23562",2,2012,7,0,4,4,4,NA,"",NA,NA
"23563",2,2006,13,0,6,6,3,NA,"",NA,NA
"23564",1,2005,14,0,5,5,3,NA,"",NA,NA
"23565",2,2011,8,0,5,5,1,NA,"",NA,NA
"23566",2,2011,8,0,5,5,3,NA,"",NA,NA
"23567",1,2017,2,6,0,6,2,NA,"",NA,NA
"23568",2,2007,12,0,4,4,3,NA,"",NA,NA
"23569",2,2019,0,0,3,3,4,NA,"",NA,NA
"23570",1,2008,11,0,5,5,4,NA,"",NA,NA
"23571",2,2013,6,0,6,6,3,NA,"",NA,NA
"23572",2,2016,3,7,0,7,3,NA,"",NA,NA
"23573",1,2010,9,0,5,5,2,NA,"",NA,NA
"23574",2,2002,17,0,4,4,3,NA,"",NA,NA
"23575",1,2015,4,6,0,6,4,NA,"",NA,NA
"23576",1,2017,2,5,0,5,4,NA,"",NA,NA
"23577",2,2013,6,0,7,7,2,NA,"",NA,NA
"23578",1,2013,6,0,3,3,5,NA,"",NA,NA
"23579",2,2018,1,7,0,7,1,NA,"",NA,NA
"23580",1,2001,18,0,4,4,5,NA,"",NA,NA
"23581",2,2009,10,0,4,4,2,NA,"",NA,NA
"23582",2,2002,17,0,3,3,5,NA,"",NA,NA
"23583",2,2017,2,7,0,7,1,NA,"",NA,NA
"23584",2,2019,0,7,0,7,2,NA,"",NA,NA
"23585",1,2004,15,0,3,3,2,NA,"",NA,NA
"23586",1,2007,12,0,5,5,1,NA,"",NA,NA
"23587",2,2002,17,0,2,2,4,NA,"",NA,NA
"23588",1,2002,17,0,3,3,4,NA,"",NA,NA
"23589",2,2010,9,0,6,6,3,NA,"",NA,NA
"23590",1,2017,2,4,0,4,2,NA,"",NA,NA
"23591",2,2002,17,0,4,4,5,NA,"",NA,NA
"23592",1,2013,6,0,5,5,1,NA,"",NA,NA
"23593",1,2019,0,0,4,4,4,NA,"",NA,NA
"23594",1,2009,10,0,5,5,4,NA,"",NA,NA
"23595",1,2006,13,0,5,5,3,NA,"",NA,NA
"23596",2,2001,18,0,3,3,5,NA,"",NA,NA
"23597",1,2009,10,0,5,5,2,NA,"",NA,NA
"23598",1,2017,2,7,0,7,2,NA,"",NA,NA
"23599",1,2018,1,6,0,6,3,NA,"",NA,NA
"23600",1,2003,16,0,3,3,1,NA,"",NA,NA
"23601",2,2002,17,0,5,5,5,NA,"",NA,NA
"23602",2,2004,15,0,6,6,1,NA,"",NA,NA
"23603",1,2004,15,0,4,4,3,NA,"",NA,NA
"23604",2,2002,17,0,4,4,5,NA,"",NA,NA
"23605",2,2013,6,0,6,6,3,NA,"",NA,NA
"23606",1,2007,12,0,5,5,5,NA,"",NA,NA
"23607",1,2015,4,2,0,2,4,NA,"",NA,NA
"23608",1,2003,16,0,4,4,5,NA,"",NA,NA
"23609",1,2005,14,0,3,3,4,NA,"",NA,NA
"23610",2,2015,4,3,0,3,3,NA,"",NA,NA
"23611",2,2008,11,0,5,5,4,NA,"",NA,NA
"23612",1,2005,14,0,4,4,5,NA,"",NA,NA
"23613",2,2016,3,4,0,4,3,NA,"",NA,NA
"23614",1,2019,0,7,0,7,1,NA,"",NA,NA
"23615",1,2009,10,0,4,4,2,NA,"",NA,NA
"23616",1,2010,9,0,5,5,5,NA,"",NA,NA
"23617",2,2008,11,0,4,4,4,NA,"",NA,NA
"23618",1,2014,5,4,0,4,1,NA,"",NA,NA
"23619",2,2015,4,7,0,7,3,NA,"",NA,NA
"23620",2,2004,15,0,4,4,5,NA,"",NA,NA
"23621",2,2016,3,5,0,5,3,NA,"",NA,NA
"23622",2,2010,9,0,5,5,2,NA,"",NA,NA
"23623",1,2004,15,0,4,4,5,NA,"",NA,NA
"23624",2,2005,14,0,5,5,3,NA,"",NA,NA
"23625",2,2013,6,0,5,5,3,NA,"",NA,NA
"23626",1,2002,17,0,5,5,4,NA,"",NA,NA
"23627",2,2010,9,0,4,4,4,NA,"",NA,NA
"23628",1,2004,15,0,5,5,5,NA,"",NA,NA
"23629",2,2017,2,4,0,4,2,NA,"",NA,NA
"23630",1,2014,5,5,0,5,2,NA,"",NA,NA
"23631",1,2002,17,0,3,3,5,NA,"",NA,NA
"23632",2,2003,16,0,4,4,5,NA,"",NA,NA
"23633",2,2018,1,3,0,3,1,NA,"",NA,NA
"23634",1,2009,10,0,4,4,4,NA,"",NA,NA
"23635",1,2019,0,6,0,6,1,NA,"",NA,NA
"23636",1,2019,0,0,4,4,3,NA,"",NA,NA
"23637",2,2013,6,0,5,5,3,NA,"",NA,NA
"23638",2,2012,7,0,5,5,5,NA,"",NA,NA
"23639",1,2002,17,0,4,4,5,NA,"",NA,NA
"23640",1,2014,5,4,0,4,5,NA,"",NA,NA
"23641",1,2015,4,4,0,4,1,NA,"",NA,NA
"23642",1,2008,11,0,4,4,2,NA,"",NA,NA
"23643",1,2005,14,0,4,4,4,NA,"",NA,NA
"23644",1,2017,2,7,0,7,1,NA,"",NA,NA
"23645",2,2011,8,0,5,5,3,NA,"",NA,NA
"23646",2,2003,16,0,4,4,2,NA,"",NA,NA
"23647",1,2019,0,7,0,7,1,NA,"",NA,NA
"23648",2,2007,12,0,6,6,3,NA,"",NA,NA
"23649",1,2003,16,0,4,4,3,NA,"",NA,NA
"23650",2,2009,10,0,4,4,3,NA,"",NA,NA
"23651",2,2011,8,0,6,6,2,NA,"",NA,NA
"23652",2,2015,4,6,0,6,2,NA,"",NA,NA
"23653",1,2010,9,0,3,3,5,NA,"",NA,NA
"23654",2,2006,13,0,3,3,2,NA,"",NA,NA
"23655",2,2008,11,0,4,4,4,NA,"",NA,NA
"23656",2,2009,10,0,5,5,5,NA,"",NA,NA
"23657",2,2001,18,0,3,3,5,NA,"",NA,NA
"23658",1,2010,9,0,3,3,5,NA,"",NA,NA
"23659",1,2004,15,0,4,4,3,NA,"",NA,NA
"23660",1,2018,1,6,0,6,1,NA,"",NA,NA
"23661",1,2018,1,7,0,7,1,NA,"",NA,NA
"23662",2,2002,17,0,3,3,2,NA,"",NA,NA
"23663",2,2007,12,0,5,5,3,NA,"",NA,NA
"23664",2,2008,11,0,4,4,3,NA,"",NA,NA
"23665",2,2003,16,0,4,4,5,NA,"",NA,NA
"23666",1,2011,8,0,4,4,3,NA,"",NA,NA
"23667",2,2006,13,0,4,4,2,NA,"",NA,NA
"23668",2,2017,2,7,0,7,3,NA,"",NA,NA
"23669",2,2001,18,0,4,4,4,NA,"",NA,NA
"23670",1,2013,6,0,4,4,3,NA,"",NA,NA
"23671",2,2006,13,0,5,5,4,NA,"",NA,NA
"23672",2,2002,17,0,4,4,5,NA,"",NA,NA
"23673",2,2002,17,0,6,6,2,NA,"",NA,NA
"23674",2,2007,12,0,4,4,3,NA,"",NA,NA
"23675",2,2001,18,0,2,2,5,NA,"",NA,NA
"23676",1,2002,17,0,4,4,3,NA,"",NA,NA
"23677",2,2002,17,0,5,5,5,NA,"",NA,NA
"23678",2,2017,2,6,0,6,1,NA,"",NA,NA
"23679",1,2008,11,0,4,4,3,NA,"",NA,NA
"23680",2,2003,16,0,6,6,3,NA,"",NA,NA
"23681",1,2016,3,6,0,6,1,NA,"",NA,NA
"23682",2,2009,10,0,4,4,3,NA,"",NA,NA
"23683",1,2003,16,0,5,5,4,NA,"",NA,NA
"23684",1,2004,15,0,3,3,5,NA,"",NA,NA
"23685",2,2019,0,6,0,6,1,NA,"",NA,NA
"23686",2,2003,16,0,5,5,4,NA,"",NA,NA
"23687",2,2008,11,0,6,6,3,NA,"",NA,NA
"23688",1,2010,9,0,3,3,4,NA,"",NA,NA
"23689",1,2002,17,0,4,4,3,NA,"",NA,NA
"23690",2,2006,13,0,0,0,0,NA,"",NA,NA
"23691",1,2003,16,0,4,4,5,NA,"",NA,NA
"23692",2,2010,9,0,7,7,2,NA,"",NA,NA
"23693",1,2014,5,3,0,3,5,NA,"",NA,NA
"23694",1,2009,10,0,7,7,3,NA,"",NA,NA
"23695",1,2017,2,5,0,5,5,NA,"",NA,NA
"23696",2,2011,8,0,6,6,1,NA,"",NA,NA
"23697",1,2019,0,5,0,5,1,NA,"",NA,NA
"23698",2,2008,11,0,5,5,3,NA,"",NA,NA
"23699",2,2013,6,0,0,0,3,NA,"",NA,NA
"23700",1,2011,8,0,5,5,2,NA,"",NA,NA
"23701",1,2009,10,0,3,3,3,NA,"",NA,NA
"23702",1,2004,15,0,4,4,4,NA,"",NA,NA
"23703",1,2012,7,0,4,4,2,NA,"",NA,NA
"23704",2,2006,13,0,5,5,5,NA,"",NA,NA
"23705",1,2009,10,0,5,5,5,NA,"",NA,NA
"23706",1,2005,14,0,5,5,3,NA,"",NA,NA
"23707",1,2006,13,0,4,4,3,NA,"",NA,NA
"23708",2,2004,15,0,2,2,3,NA,"",NA,NA
"23709",1,2013,6,4,0,4,3,NA,"",NA,NA
"23710",1,2004,15,0,4,4,5,NA,"",NA,NA
"23711",1,2014,5,4,0,4,3,NA,"",NA,NA
"23712",2,2017,2,7,0,7,3,NA,"",NA,NA
"23713",2,2005,14,0,4,4,2,NA,"",NA,NA
"23714",1,2018,1,3,0,3,1,NA,"",NA,NA
"23715",1,2005,14,0,6,6,2,NA,"",NA,NA
"23716",1,2002,17,0,5,5,4,NA,"",NA,NA
"23717",1,2017,2,7,0,7,2,NA,"",NA,NA
"23718",1,2016,3,5,0,5,2,NA,"",NA,NA
"23719",2,2001,18,0,3,3,4,NA,"",NA,NA
"23720",1,2019,0,0,5,5,4,NA,"",NA,NA
"23721",1,2015,4,3,0,3,3,NA,"",NA,NA
"23722",2,2012,7,0,4,4,2,NA,"",NA,NA
"23723",1,2007,12,0,4,4,3,NA,"",NA,NA
"23724",2,2010,9,0,5,5,2,NA,"",NA,NA
"23725",2,2014,5,0,5,5,5,NA,"",NA,NA
"23726",2,2007,12,0,6,6,3,NA,"",NA,NA
"23727",1,2017,2,5,0,5,3,NA,"",NA,NA
"23728",1,2015,4,7,0,7,4,NA,"",NA,NA
"23729",2,2004,15,0,4,4,5,NA,"",NA,NA
"23730",2,2019,0,7,0,7,1,NA,"",NA,NA
"23731",2,2004,15,0,4,4,2,NA,"",NA,NA
"23732",2,2008,11,0,6,6,3,NA,"",NA,NA
"23733",2,2018,1,7,0,7,2,NA,"",NA,NA
"23734",2,2016,3,7,0,7,2,NA,"",NA,NA
"23735",2,2015,4,7,0,7,1,NA,"",NA,NA
"23736",1,2002,17,0,4,4,2,NA,"",NA,NA
"23737",1,2010,9,0,6,6,2,NA,"",NA,NA
"23738",1,2003,16,0,4,4,5,NA,"",NA,NA
"23739",1,2002,17,0,4,4,4,NA,"",NA,NA
"23740",1,2015,4,4,0,4,3,NA,"",NA,NA
"23741",1,2009,10,0,4,4,3,NA,"",NA,NA
"23742",2,2002,17,0,3,3,4,NA,"",NA,NA
"23743",1,2011,8,0,5,5,3,NA,"",NA,NA
"23744",1,2006,13,0,5,5,3,NA,"",NA,NA
"23745",2,2002,17,0,4,4,5,NA,"",NA,NA
"23746",2,2006,13,0,6,6,4,NA,"",NA,NA
"23747",2,2003,16,0,5,5,5,NA,"",NA,NA
"23748",2,2016,3,4,0,4,4,NA,"",NA,NA
"23749",1,2010,9,0,6,6,3,NA,"",NA,NA
"23750",1,2003,16,0,5,5,3,NA,"",NA,NA
"23751",1,2018,1,4,0,4,1,NA,"",NA,NA
"23752",2,2003,16,0,4,4,1,NA,"",NA,NA
"23753",1,2006,13,0,5,5,5,NA,"",NA,NA
"23754",2,2015,4,7,0,7,1,NA,"",NA,NA
"23755",1,2002,17,0,5,5,1,NA,"",NA,NA
"23756",2,2009,10,0,4,4,3,NA,"",NA,NA
"23757",2,2003,16,0,4,4,2,NA,"",NA,NA
"23758",2,2007,12,0,5,5,5,NA,"",NA,NA
"23759",2,2009,10,0,6,6,5,NA,"",NA,NA
"23760",1,2003,16,0,5,5,5,NA,"",NA,NA
"23761",2,2006,13,0,5,5,3,NA,"",NA,NA
"23762",1,2009,10,0,4,4,4,NA,"",NA,NA
"23763",1,2010,9,0,5,5,3,NA,"",NA,NA
"23764",1,2008,11,0,5,5,3,NA,"",NA,NA
"23765",1,2018,1,5,0,5,1,NA,"",NA,NA
"23766",1,2018,1,7,0,7,2,NA,"",NA,NA
"23767",2,2018,1,7,0,7,3,NA,"",NA,NA
"23768",2,2002,17,0,4,4,4,NA,"",NA,NA
"23769",2,2012,7,0,5,5,3,NA,"",NA,NA
"23770",1,2007,12,0,4,4,4,NA,"",NA,NA
"23771",2,2016,3,3,0,3,5,NA,"",NA,NA
"23772",2,2002,17,0,3,3,4,NA,"",NA,NA
"23773",2,2015,4,7,0,7,2,NA,"",NA,NA
"23774",1,2014,5,3,0,3,1,NA,"",NA,NA
"23775",1,2011,8,0,4,4,3,NA,"",NA,NA
"23776",1,2006,13,0,4,4,5,NA,"",NA,NA
"23777",1,2014,5,5,0,5,2,NA,"",NA,NA
"23778",1,2016,3,7,0,7,2,NA,"",NA,NA
"23779",1,2017,2,7,0,7,1,NA,"",NA,NA
"23780",1,2002,17,0,3,3,3,NA,"",NA,NA
"23781",2,2010,9,0,5,5,5,NA,"",NA,NA
"23782",1,2009,10,0,6,6,2,NA,"",NA,NA
"23783",2,2014,5,6,0,6,2,NA,"",NA,NA
"23784",1,2005,14,0,4,4,4,NA,"",NA,NA
"23785",2,2019,0,7,0,7,1,NA,"",NA,NA
"23786",1,2003,16,0,5,5,5,NA,"",NA,NA
"23787",2,2014,5,3,0,3,5,NA,"",NA,NA
"23788",1,2012,7,0,4,4,3,NA,"",NA,NA
"23789",2,2016,3,6,0,6,2,NA,"",NA,NA
"23790",2,2011,8,0,6,6,2,NA,"",NA,NA
"23791",2,2002,17,0,3,3,5,NA,"",NA,NA
"23792",2,2007,12,0,5,5,4,NA,"",NA,NA
"23793",1,2016,3,5,0,5,2,NA,"",NA,NA
"23794",2,2016,3,4,0,4,2,NA,"",NA,NA
"23795",1,2010,9,0,6,6,4,NA,"",NA,NA
"23796",1,2002,17,0,2,2,5,NA,"",NA,NA
"23797",1,2010,9,0,4,4,5,NA,"",NA,NA
"23798",1,2004,15,0,4,4,5,NA,"",NA,NA
"23799",1,2009,10,0,4,4,5,NA,"",NA,NA
"23800",2,2010,9,0,6,6,1,NA,"",NA,NA
"23801",1,2012,7,0,6,6,3,NA,"",NA,NA
"23802",2,2002,17,0,6,6,4,NA,"",NA,NA
"23803",2,2006,13,0,4,4,5,NA,"",NA,NA
"23804",2,2005,14,0,4,4,5,NA,"",NA,NA
"23805",1,2007,12,0,5,5,4,NA,"",NA,NA
"23806",2,2012,7,0,5,5,3,NA,"",NA,NA
"23807",2,2006,13,0,3,3,4,NA,"",NA,NA
"23808",1,2007,12,0,4,4,3,NA,"",NA,NA
"23809",1,2002,17,0,3,3,4,NA,"",NA,NA
"23810",1,2005,14,0,5,5,3,NA,"",NA,NA
"23811",1,2009,10,0,6,6,4,NA,"",NA,NA
"23812",2,2002,17,0,2,2,3,NA,"",NA,NA
"23813",1,2015,4,3,0,3,1,NA,"",NA,NA
"23814",1,2012,7,0,6,6,4,NA,"",NA,NA
"23815",1,2006,13,0,5,5,5,NA,"",NA,NA
"23816",1,2008,11,0,5,5,3,NA,"",NA,NA
"23817",1,2005,14,0,3,3,3,NA,"",NA,NA
"23818",2,2004,15,0,4,4,3,NA,"",NA,NA
"23819",1,2008,11,0,4,4,5,NA,"",NA,NA
"23820",1,2005,14,0,5,5,4,NA,"",NA,NA
"23821",1,2011,8,0,6,6,1,NA,"",NA,NA
"23822",2,2003,16,0,4,4,3,NA,"",NA,NA
"23823",1,2009,10,0,5,5,1,NA,"",NA,NA
"23824",2,2007,12,0,4,4,4,NA,"",NA,NA
"23825",2,2010,9,0,6,6,1,NA,"",NA,NA
"23826",1,2003,16,0,2,2,4,NA,"",NA,NA
"23827",2,2010,9,0,4,4,4,NA,"",NA,NA
"23828",2,2012,7,0,4,4,3,NA,"",NA,NA
"23829",2,2004,15,0,4,4,2,NA,"",NA,NA
"23830",1,2013,6,0,5,5,3,NA,"",NA,NA
"23831",2,2018,1,7,0,7,1,NA,"",NA,NA
"23832",2,2010,9,0,4,4,5,NA,"",NA,NA
"23833",1,2018,1,7,0,7,3,NA,"",NA,NA
"23834",1,2005,14,0,6,6,4,NA,"",NA,NA
"23835",2,2010,9,0,6,6,2,NA,"",NA,NA
"23836",1,2013,6,0,6,6,3,NA,"",NA,NA
"23837",2,2006,13,0,5,5,5,NA,"",NA,NA
"23838",1,2003,16,0,7,7,5,NA,"",NA,NA
"23839",1,2004,15,0,4,4,5,NA,"",NA,NA
"23840",2,2012,7,0,4,4,2,NA,"",NA,NA
"23841",2,2011,8,0,5,5,3,NA,"",NA,NA
